Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,Discount_Applied,Customer_Category,Season,Promotion
1000011041,30/3/2023 1:41,Aaron Raymond,['Potatoes'],1,51.55,Mobile Payment,TRUE,Middle-Aged,Fall,None
1000006668,10/7/2022 6:59,Aaron Reynolds,"['Tissues', 'Tissues', 'Ketchup', 'Hair Gel', 'Feminine Hygiene Products']",4,75.81,Cash,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000003818,8/12/2022 5:50,Aaron Richardson,"['Cereal Bars', 'Ketchup', 'Banana', 'Feminine Hygiene Products', 'Toothbrush']",10,55.47,Cash,FALSE,Student,Winter,None
1000017158,16/8/2022 5:48,Aaron Roberts,"['Canned Soup', 'Lawn Mower', 'Hand Sanitizer', 'Coffee', 'Plant Fertilizer']",5,13.89,Cash,TRUE,Young Adult,Summer,Discount on Selected Items
1000025332,21/6/2023 16:41,Aaron Sheppard,['Diapers'],4,20.06,Cash,TRUE,Retiree,Fall,Discount on Selected Items
1000025624,28/1/2022 14:15,Aaron Small,"['Carrots', 'Water', 'Plant Fertilizer']",9,47.49,Debit Card,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000027819,20/8/2022 2:34,Aaron Snow,"['Coffee', 'Shaving Cream', 'Sponges', 'Insect Repellent', 'Tomatoes']",10,94.19,Debit Card,TRUE,Student,Fall,Discount on Selected Items
1000023376,15/9/2023 22:42,Aaron Summers,['Air Freshener'],9,99.58,Cash,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000003112,21/3/2023 17:40,Aaron Villanueva,"['Dish Soap', 'Toothpaste', 'Carrots']",2,63.85,Cash,TRUE,Student,Winter,None
1000003879,28/8/2022 2:38,Aaron Walton,"['Pasta', 'Deodorant', 'Paper Towels', 'Peanut Butter']",6,52.11,Cash,TRUE,Professional,Winter,Discount on Selected Items
1000010954,13/11/2022 12:22,Aaron Ward,"['Olive Oil', 'Vinegar', 'Feminine Hygiene Products', 'Potatoes']",8,50.03,Credit Card,FALSE,Student,Winter,BOGO (Buy One Get One)
1000003469,3/1/2023 21:14,Aaron Watson,"['Cleaning Spray', 'Cereal Bars']",5,24,Credit Card,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007555,18/5/2023 11:32,Aaron Watson Jr.,['Mop'],8,30.47,Cash,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000010753,3/3/2022 22:56,Aaron West PhD,"['Pickles', 'Trash Cans', 'Carrots', 'Butter', 'Razors']",9,38.19,Mobile Payment,TRUE,Senior Citizen,Fall,None
1000010247,6/2/2022 23:26,Aaron White,['Laundry Detergent'],10,48.46,Cash,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000018102,20/10/2022 18:44,Aaron Wilcox,"['Air Freshener', 'Insect Repellent', 'Shampoo']",3,52.62,Credit Card,FALSE,Student,Winter,BOGO (Buy One Get One)
1000009625,29/6/2022 2:52,Aaron Wilson,"['Razors', 'Soda', 'Coffee', 'Tuna', 'Broom']",3,5.53,Credit Card,TRUE,Homemaker,Spring,None
1000027745,1/10/2022 4:27,Aaron Wilson,"['Peanut Butter', 'Pickles', 'Baby Wipes', 'Syrup', 'Hand Sanitizer']",3,74.13,Mobile Payment,FALSE,Homemaker,Fall,None
1000003412,4/1/2022 5:35,Abigail Dennis,"['Cereal', 'Plant Fertilizer', 'Tissues', 'Deodorant', 'Honey']",5,44.96,Credit Card,TRUE,Homemaker,Winter,Discount on Selected Items
1000007181,5/5/2022 22:15,Abigail Johnson,"['Deodorant', 'Water', 'Soap', 'Toothbrush']",4,64.97,Debit Card,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000015629,27/9/2022 4:08,Abigail Johnson,['Tomatoes'],2,85.23,Cash,FALSE,Middle-Aged,Fall,Discount on Selected Items
1000022035,27/5/2023 5:08,Abigail Long,"['Bath Towels', 'Pancake Mix']",8,46.89,Debit Card,TRUE,Student,Spring,None
1000012713,12/9/2022 21:59,Abigail Peters,['Apple'],3,33.94,Cash,TRUE,Homemaker,Summer,None
1000003209,27/10/2022 14:37,Abigail Smith,"['Lawn Mower', 'Dishware']",5,42.01,Cash,FALSE,Retiree,Summer,None
1000028977,14/2/2022 23:34,Abigail Smith,"['Spinach', 'Soap', 'Spinach', 'Diapers']",6,51.53,Credit Card,FALSE,Professional,Summer,Discount on Selected Items
1000015360,11/9/2022 18:34,Abigail Washington,"['Toilet Paper', 'Mustard']",1,86.25,Debit Card,TRUE,Young Adult,Winter,Discount on Selected Items
1000005073,5/1/2023 21:16,Abigail Wilson,"['Hair Gel', 'Insect Repellent']",9,76.18,Credit Card,TRUE,Homemaker,Winter,Discount on Selected Items
1000008185,25/10/2022 0:08,Abigail Wright,"['Carrots', 'Garden Hose', 'Broom', 'Tissues', 'Shaving Cream']",9,7.79,Cash,FALSE,Middle-Aged,Spring,None
1000029202,6/2/2022 19:49,Abigail Zhang,"['Deodorant', 'Tuna']",1,66.34,Cash,FALSE,Middle-Aged,Winter,None
1000012539,10/3/2022 6:37,Adam Barker,"['Cheese', 'Tissues', 'Tuna']",6,15.98,Mobile Payment,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000004760,22/12/2022 6:18,Adam Bautista,"['Plant Fertilizer', 'Syrup', 'Orange', 'Syrup']",8,19.79,Credit Card,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000012930,2/5/2023 13:07,Adam Benton,['Hair Gel'],5,10.43,Cash,FALSE,Student,Winter,None
1000003004,8/9/2022 9:06,Adam Bolton,"['Hand Sanitizer', 'Canned Soup', 'Toothbrush']",5,93.09,Debit Card,FALSE,Professional,Winter,None
1000003309,28/6/2023 0:55,Adam Brown,['Tissues'],10,48.6,Credit Card,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000455,13/7/2023 22:19,Adam Burns,"['Chicken', 'Soda']",1,7.28,Mobile Payment,FALSE,Homemaker,Fall,Discount on Selected Items
1000022448,8/8/2022 12:52,Adam Clark,['Dishware'],1,18.87,Mobile Payment,TRUE,Teenager,Summer,None
1000001506,4/10/2022 0:22,Adam Conner,"['Lawn Mower', 'Orange']",8,79.41,Mobile Payment,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000002511,18/6/2023 13:05,Adam Daugherty,"['Peanut Butter', 'Carrots', 'Milk', 'Pickles']",7,60.75,Mobile Payment,FALSE,Teenager,Spring,Discount on Selected Items
1000019978,18/6/2023 11:45,Adam Davis,"['Feminine Hygiene Products', 'Bread', 'Butter', 'Trash Bags', 'Milk']",7,28.08,Debit Card,TRUE,Homemaker,Summer,None
1000011040,1/10/2022 22:43,Adam Ellis,"['Iron', 'Shrimp', 'Carrots']",2,98.02,Mobile Payment,TRUE,Homemaker,Winter,None
1000008032,15/7/2022 12:01,Adam Fisher,"['Yogurt', 'Toilet Paper', 'Bath Towels']",4,20.84,Mobile Payment,FALSE,Teenager,Spring,None
1000014793,22/10/2022 21:35,Adam Gilbert,"['Iron', 'Pancake Mix', 'Extension Cords']",10,59.35,Credit Card,TRUE,Student,Summer,Discount on Selected Items
1000021989,1/11/2022 9:43,Adam Grant,"['Tomatoes', 'Pickles', 'Feminine Hygiene Products', 'Toothpaste', 'Spinach']",6,16.48,Cash,FALSE,Teenager,Fall,Discount on Selected Items
1000019094,27/2/2023 0:03,Adam Harrison,['Pancake Mix'],1,14.72,Credit Card,TRUE,Student,Winter,BOGO (Buy One Get One)
1000021791,29/6/2023 13:14,Adam Herman,"['Toothpaste', 'Razors', 'Chicken']",8,77.89,Debit Card,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000001008,25/5/2022 8:14,Adam Herrera DDS,"['Hair Gel', 'Extension Cords', 'Insect Repellent', 'Diapers']",3,90.72,Mobile Payment,TRUE,Professional,Spring,Discount on Selected Items
1000002062,16/5/2023 14:14,Adam Howard,"['Trash Cans', 'Shampoo', 'Spinach', 'Trash Cans', 'Shaving Cream']",10,47.61,Cash,FALSE,Homemaker,Spring,Discount on Selected Items
1000028009,15/8/2023 13:10,Adam Jenkins,"['Ketchup', 'Eggs', 'Spinach']",7,84.4,Credit Card,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000025167,4/9/2022 23:07,Adam Kelly,"['Garden Hose', 'Pancake Mix', 'Feminine Hygiene Products', 'Dish Soap', 'Shaving Cream']",4,39.62,Mobile Payment,TRUE,Young Adult,Winter,BOGO (Buy One Get One)
1000011526,19/12/2022 21:22,Adam Knox,"['BBQ Sauce', 'Onions', 'Deodorant', 'Bath Towels']",3,50.6,Mobile Payment,FALSE,Teenager,Fall,Discount on Selected Items
1000020480,1/10/2023 20:35,Adam Lara,"['Cereal Bars', 'Razors']",4,14.27,Mobile Payment,TRUE,Middle-Aged,Spring,None
1000009398,4/1/2023 16:34,Adam Lopez,['Syrup'],4,47.33,Debit Card,TRUE,Teenager,Winter,Discount on Selected Items
1000028179,10/3/2022 20:38,Adam Lowery,['Dish Soap'],6,30.57,Credit Card,TRUE,Student,Spring,BOGO (Buy One Get One)
1000027358,16/1/2023 0:18,Adam Melendez,"['Shrimp', 'Beef', 'Banana', 'Onions']",9,6.14,Credit Card,TRUE,Senior Citizen,Summer,None
1000013499,25/2/2023 9:37,Adam Moore,"['Eggs', 'Mayonnaise']",2,21.96,Debit Card,FALSE,Homemaker,Spring,Discount on Selected Items
1000014538,16/3/2022 14:13,Adam Moreno,"['Yogurt', 'Chips', 'Baby Wipes', 'Razors', 'Beef']",5,96.86,Mobile Payment,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000004084,28/4/2022 16:08,Adam Nelson,"['Eggs', 'Olive Oil', 'Ketchup', 'Toothpaste']",7,58.44,Cash,FALSE,Student,Spring,None
1000014214,22/9/2023 2:26,Adam Pena,['Light Bulbs'],1,33.32,Debit Card,FALSE,Teenager,Winter,Discount on Selected Items
1000010688,1/10/2023 13:36,Adam Pham,"['Apple', 'Power Strips', 'Razors']",9,65.82,Mobile Payment,TRUE,Retiree,Summer,Discount on Selected Items
1000015035,7/11/2022 20:21,Adam Richardson,"['Honey', 'Deodorant']",2,40.51,Credit Card,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000022208,24/7/2022 7:25,Adam Roach,"['Syrup', 'Yogurt']",9,40.33,Credit Card,FALSE,Middle-Aged,Winter,None
1000006538,17/2/2022 2:42,Adam Smith,"['Baby Wipes', 'Peanut Butter']",10,85.7,Credit Card,FALSE,Student,Summer,BOGO (Buy One Get One)
1000025129,14/1/2022 16:04,Adam Smith,"['Toothpaste', 'Chicken', 'Feminine Hygiene Products']",3,79.1,Debit Card,TRUE,Senior Citizen,Winter,Discount on Selected Items
1000016360,27/11/2022 9:55,Adam Thomas,"['Syrup', 'Light Bulbs', 'Extension Cords']",8,47.21,Debit Card,FALSE,Professional,Fall,None
1000007352,5/5/2022 8:16,Adam Warner,"['Carrots', 'Deodorant']",1,63.27,Credit Card,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000026998,13/10/2022 12:27,Adam Williams,"['Carrots', 'Chicken']",7,82.45,Mobile Payment,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000008835,12/7/2022 16:06,Adam Wilson,"['Yogurt', 'Dishware', 'Tissues', 'Carrots']",7,60.81,Cash,FALSE,Teenager,Spring,Discount on Selected Items
1000024570,27/4/2022 12:50,Adam Woods,"['Olive Oil', 'Baby Wipes', 'Bath Towels', 'Chips', 'Broom']",5,43,Mobile Payment,FALSE,Student,Summer,None
1000007003,9/3/2023 21:42,Adam Wright,"['Light Bulbs', 'Sponges', 'Bread', 'Baby Wipes', 'Carrots']",2,12.51,Cash,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000007285,22/5/2022 19:12,Adam Wright,['Dishware'],4,5.37,Mobile Payment,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000009605,2/4/2023 9:48,Adrian Fuller,"['Soda', 'Air Freshener', 'Honey']",3,21.73,Mobile Payment,FALSE,Teenager,Spring,None
1000003121,30/10/2022 16:54,Adrian Harvey,['Tissues'],7,61.06,Debit Card,TRUE,Young Adult,Fall,Discount on Selected Items
1000022607,11/9/2023 18:21,Adrian Jacobson,"['Garden Hose', 'Baby Wipes', 'Hair Gel', 'Cereal Bars', 'Shower Gel']",3,46,Cash,FALSE,Student,Spring,BOGO (Buy One Get One)
1000014346,30/11/2022 18:32,Adrian Mcintyre,['Hair Gel'],9,36.17,Debit Card,TRUE,Homemaker,Winter,Discount on Selected Items
1000014487,20/5/2023 13:05,Adrian Miller,"['Soda', 'Beef', 'Pasta', 'Ironing Board', 'Peanut Butter']",1,25.05,Debit Card,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000020678,26/11/2022 14:16,Adrian Ortega,"['BBQ Sauce', 'Power Strips']",6,53.25,Credit Card,FALSE,Middle-Aged,Summer,Discount on Selected Items
1000009354,2/7/2023 17:58,Adrian Smith,"['Soda', 'Toothpaste', 'Sponges']",8,58.98,Mobile Payment,FALSE,Homemaker,Summer,None
1000008354,28/5/2022 22:27,Adrian Thomas,"['Cereal', 'Ironing Board', 'Butter', 'Razors']",1,23.21,Cash,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000019164,1/5/2023 20:35,Adrian Watson,"['Power Strips', 'Mop', 'Shampoo', 'Feminine Hygiene Products']",7,71.73,Mobile Payment,TRUE,Professional,Summer,Discount on Selected Items
1000009467,16/4/2022 13:25,Adriana Brown,"['Ketchup', 'Iron', 'Plant Fertilizer', 'Shaving Cream', 'Sponges']",3,66.75,Credit Card,TRUE,Teenager,Spring,None
1000024836,13/12/2022 23:45,Adriana Shepard,"['Toothpaste', 'Onions', 'Paper Towels', 'Dishware', 'Mayonnaise']",4,87.18,Mobile Payment,TRUE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000011923,9/9/2023 3:41,Adrienne Melendez,"['Toothpaste', 'Laundry Detergent']",4,72.99,Mobile Payment,TRUE,Senior Citizen,Winter,None
1000008945,24/3/2023 14:35,Aimee Beard,"['BBQ Sauce', 'Toilet Paper', 'Pickles']",8,94.63,Mobile Payment,FALSE,Retiree,Spring,Discount on Selected Items
1000017276,5/1/2022 0:00,Aimee Gonzales,"['Butter', 'Dish Soap', 'Dustpan']",9,60.18,Debit Card,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000027198,8/4/2023 16:52,Aimee Lee,['Potatoes'],2,24.46,Credit Card,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000009788,30/4/2022 12:31,Aimee Rodriguez,"['Rice', 'Vinegar', 'Carrots']",3,34.16,Cash,TRUE,Retiree,Spring,None
1000003200,24/6/2023 5:25,Alan Allen,"['Cheese', 'Cleaning Rags']",6,20.8,Cash,FALSE,Homemaker,Summer,None
1000001942,30/6/2022 8:38,Alan Anderson,"['Carrots', 'Toothpaste', 'Dishware', 'Syrup', 'Pancake Mix']",6,96.92,Cash,TRUE,Student,Spring,Discount on Selected Items
1000012529,8/11/2022 9:43,Alan Bailey,"['Shrimp', 'Broom', 'Razors']",7,55.78,Cash,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000001393,23/4/2023 0:28,Alan Boyd MD,['Carrots'],9,5.31,Cash,TRUE,Teenager,Spring,None
1000007852,4/7/2022 6:26,Alan Cook,"['Cleaning Rags', 'Apple', 'Cereal Bars', 'Bread']",9,65.58,Credit Card,FALSE,Student,Spring,None
1000012600,27/11/2022 13:24,Alan Fisher DDS,['Yogurt'],1,21.9,Credit Card,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000011357,27/8/2023 22:54,Alan Garcia,"['Ketchup', 'Beef']",9,75.48,Mobile Payment,TRUE,Student,Summer,BOGO (Buy One Get One)
1000002632,7/11/2022 17:24,Alan Gutierrez,['Air Freshener'],8,37.78,Mobile Payment,FALSE,Student,Winter,None
1000010175,11/7/2023 23:38,Alan Marks,['Orange'],6,10.01,Debit Card,TRUE,Teenager,Summer,None
1000001705,7/4/2022 0:27,Alan Mitchell,['Iron'],6,18.74,Credit Card,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000019801,16/7/2023 19:58,Alan Moody,['Ironing Board'],8,34.45,Credit Card,FALSE,Professional,Winter,Discount on Selected Items
1000009292,24/7/2023 6:01,Alan Ruiz,['Ice Cream'],8,88.56,Mobile Payment,TRUE,Student,Fall,Discount on Selected Items
1000000868,21/2/2023 7:32,Alan Simpson,['Toothpaste'],5,87.29,Credit Card,FALSE,Teenager,Fall,Discount on Selected Items
1000028061,10/3/2022 22:30,Alan Smith,"['Power Strips', 'Bath Towels']",4,54.8,Credit Card,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000027846,4/4/2022 10:36,Alan Wilson,"['Shower Gel', 'Light Bulbs', 'Dustpan']",3,13.98,Cash,TRUE,Retiree,Summer,None
1000008289,28/5/2022 15:35,Albert Brown,['Toothbrush'],4,59.46,Mobile Payment,FALSE,Student,Winter,Discount on Selected Items
1000002466,28/9/2022 5:19,Albert Diaz,"['Beef', 'Iron', 'Lawn Mower', 'Trash Cans']",6,44.66,Mobile Payment,FALSE,Teenager,Summer,None
1000019285,9/10/2022 21:08,Albert Haynes MD,"['Toilet Paper', 'Dishware', 'Mayonnaise', 'Sponges']",7,48.38,Credit Card,TRUE,Homemaker,Spring,BOGO (Buy One Get One)
1000007089,1/7/2023 12:32,Albert Leblanc,"['Dish Soap', 'Power Strips', 'Laundry Detergent', 'Bread', 'Bread']",9,63.28,Mobile Payment,TRUE,Young Adult,Summer,None
1000022100,14/7/2022 20:18,Albert Patterson,"['Dish Soap', 'Orange', 'Orange', 'BBQ Sauce', 'Toothbrush']",9,50.45,Credit Card,TRUE,Middle-Aged,Fall,None
1000006472,29/6/2023 17:33,Albert Peterson,"['Ironing Board', 'Ironing Board', 'Dustpan', 'Spinach']",10,64.37,Credit Card,FALSE,Teenager,Fall,None
1000002521,31/3/2022 22:53,Albert Ramirez,"['Shaving Cream', 'Razors', 'Paper Towels']",1,70.27,Mobile Payment,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000010650,16/10/2022 9:37,Albert Walker,"['Garden Hose', 'Pasta', 'Hair Gel', 'Tissues', 'Feminine Hygiene Products']",5,77.56,Credit Card,FALSE,Young Adult,Winter,Discount on Selected Items
1000022023,20/4/2023 2:48,Alec Banks,"['Diapers', 'Spinach', 'Pancake Mix', 'Paper Towels']",7,74.29,Debit Card,FALSE,Student,Winter,Discount on Selected Items
1000025704,25/9/2022 20:53,Alec Clark,"['Tuna', 'Air Freshener', 'Ice Cream', 'Pasta']",7,46.7,Cash,TRUE,Student,Winter,BOGO (Buy One Get One)
1000010818,19/4/2023 13:43,Alec Davis,"['Light Bulbs', 'Extension Cords', 'Peanut Butter']",2,87.54,Debit Card,TRUE,Homemaker,Spring,None
1000014862,11/1/2023 23:31,Alec Harrell,"['Banana', 'Soap']",10,37.12,Cash,TRUE,Student,Fall,BOGO (Buy One Get One)
1000015166,23/12/2022 1:51,Alec Harris,"['Spinach', 'Vacuum Cleaner', 'Garden Hose', 'Cleaning Rags', 'Jam']",4,40.78,Cash,FALSE,Professional,Winter,Discount on Selected Items
1000018312,7/3/2022 1:25,Alec Hunter,['Pancake Mix'],1,57.11,Mobile Payment,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000028740,30/3/2023 17:01,Alec Schmitt,"['Shaving Cream', 'Deodorant']",2,6.52,Mobile Payment,FALSE,Retiree,Winter,Discount on Selected Items
1000021285,25/8/2023 22:06,Alec Wilson,"['Iron', 'Paper Towels', 'Tuna']",8,25.52,Cash,FALSE,Senior Citizen,Winter,Discount on Selected Items
1000023825,8/3/2023 4:12,Alejandra Gonzalez,['Laundry Detergent'],1,47.09,Debit Card,FALSE,Homemaker,Summer,None
1000014241,28/5/2022 14:41,Alejandra Mathis,"['Syrup', 'Onions', 'Mayonnaise']",1,37.84,Debit Card,TRUE,Senior Citizen,Summer,None
1000029047,26/5/2023 6:01,Alejandra Phillips,"['Toothpaste', 'Razors', 'Mustard']",8,91.72,Credit Card,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000024008,1/8/2022 19:33,Alejandro Barber,"['Toothbrush', 'Chicken', 'BBQ Sauce', 'Mop']",1,42.22,Credit Card,FALSE,Professional,Summer,Discount on Selected Items
1000025574,5/2/2022 4:18,Alejandro Burgess,"['Bread', 'Dishware']",5,32.29,Cash,TRUE,Professional,Summer,Discount on Selected Items
1000023326,22/5/2022 15:36,Alejandro Davis,"['Onions', 'Carrots', 'Deodorant', 'BBQ Sauce', 'Orange']",4,57.83,Debit Card,FALSE,Retiree,Summer,Discount on Selected Items
1000014389,6/7/2023 2:27,Alejandro Greer,"['Power Strips', 'Honey']",9,57.56,Credit Card,TRUE,Middle-Aged,Fall,None
1000018705,21/9/2023 8:55,Alex Chambers,"['Spinach', 'Power Strips', 'Onions', 'Extension Cords', 'Baby Wipes']",2,24.28,Cash,TRUE,Young Adult,Summer,None
1000012262,11/11/2022 16:22,Alex Cooper,['Ice Cream'],4,77.37,Cash,FALSE,Professional,Spring,Discount on Selected Items
1000007056,21/3/2022 14:18,Alex Cummings,"['Mop', 'Broom', 'Ice Cream', 'Carrots', 'Razors']",7,5.69,Mobile Payment,FALSE,Teenager,Fall,Discount on Selected Items
1000020032,3/4/2023 8:01,Alex Gibbs,"['Lawn Mower', 'Sponges', 'Butter', 'Sponges']",3,24.44,Debit Card,TRUE,Student,Fall,None
1000020309,6/10/2022 18:39,Alex Gonzalez,"['Pancake Mix', 'Pickles', 'Deodorant']",4,19.37,Debit Card,FALSE,Professional,Summer,Discount on Selected Items
1000022076,6/5/2023 12:20,Alex Grimes,"['Chips', 'Vinegar', 'Carrots', 'Mayonnaise', 'Cleaning Rags']",4,79.07,Cash,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000028700,16/1/2022 4:02,Alex Johnson,"['Baby Wipes', 'Pasta', 'Pickles', 'Pickles']",5,21.09,Cash,TRUE,Senior Citizen,Spring,None
1000018439,14/8/2022 2:28,Alex Long,"['Dustpan', 'Tuna', 'Broom', 'Beef', 'Toothpaste']",5,21.37,Cash,TRUE,Middle-Aged,Summer,None
